category	filename	title	file_line_no	turn_line_no	scene_id	line_type	line_no	new_line_no	speaker_label	scene_speaker_id	anno	line_text
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	304	L201	S4	DIALOGUE	D281	D280	LORELAI	1	D279	My God, I remember these books.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	305	L201	S4	DIALOGUE	D282	D281	LORELAI	1	D280	I think the only person in my house who ever read them was me.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	306	L202	S4	DIALOGUE	D283	D282	RORY	0	D281	This hotel is five hundred dollars a night.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	307	L203	S4	DIALOGUE	D284	D283	LORELAI	1	D282	Five hundred dollars a night twenty years ago.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	308	L204	S4	DIALOGUE	D285	D284	RORY	0	D283	What could a hotel possibly have that would make it five hundred dollars a night?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	309	L205	S4	DIALOGUE	D286	D285	LORELAI	1	D284	An English menu?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	310		S4	ACTION	A23	A23				FLASHBACK  ELDER GILMORE RESIDENCE
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	311		S4	ACTION	A24	A24				[Young Lorelai and Christopher walk through the front door]
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	312	L205	S4	DIALOGUE	D287	D286	LORELAI	1	T25	Christopher, stop it, I’m trying to open the door.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	313	L205	S4	DIALOGUE	D288	D287	LORELAI	1	D286	Graceful and lovely they enter.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	314	L206	S4	DIALOGUE	D289	D288	CHRISTOPHER	2	T26	Is she home?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	315	L207	S4	DIALOGUE	D290	D289	LORELAI	1	D288	I don’t know.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	316	L207	S4	DIALOGUE	D291	D290	LORELAI	1	D289	Mom, are you home?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	317	L208	S4	DIALOGUE	D292	D291	CHRISTOPHER	2	D290	Mom, are you home?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	318	L209	S4	DIALOGUE	D293	D292	LORELAI	1	D291	Shh, she’ll hear you.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	319	L210	S4	DIALOGUE	D294	D293	CHRISTOPHER	2	D292	So, she likes me.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	320	L211	S4	DIALOGUE	D295	D294	LORELAI	1	D293	Oh, that’s right.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	321	L211	S4	DIALOGUE	D296	D295	LORELAI	1	D294	Mom, it’s me, Lorelai, I’m home!
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	322	L211	S4	DIALOGUE	D297	D296	LORELAI	1	D295	I’m home
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	323	L211	S4	DIALOGUE	D298	D297	LORELAI	1	D296	and I’m taking my sweater off.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	324	L211	S4	DIALOGUE	D299	D298	LORELAI	1	D297	I’m taking my sweater off and dropping it on the floor.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	325	L211	S4	DIALOGUE	D300	D299	LORELAI	1	D298	I’m dropping it on the floor and walking away from it.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	326	L211	S4	DIALOGUE	D301	D300	LORELAI	1	D299	I’m walking away from it and leaving it on the floor, and in two years I’m gonna register Democrat.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	327	L211	S4	DIALOGUE	D302	D301	LORELAI	1	D300	Looks like no Emily.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	328	L212	S4	DIALOGUE	D303	D302	CHRISTOPHER	2	T27	Where’s Sofia?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	329	L213	S4	DIALOGUE	D304	D303	LORELAI	1	D302	Fired.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	330	L214	S4	DIALOGUE	D305	D304	CHRISTOPHER	2	D303	Already.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	331	L215	S4	DIALOGUE	D306	D305	LORELAI	1	D304	She touched the Baccarat unicorn.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	332	L216	S4	DIALOGUE	D307	D306	CHRISTOPHER	2	D305	My God, is she insane?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	333	L217	S4	DIALOGUE	D308	D307	LORELAI	1	D306	Apparently so.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	334	L218	S4	DIALOGUE	D309	D308	CHRISTOPHER	2	T28	Okay, so, to recap, there’s no Emily and there’s no Sofia.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	335	L219	S4	DIALOGUE	D310	D309	LORELAI	1	D308	And there’s no supervision whatsoever.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	336	L219	S4	DIALOGUE	D311	D310	LORELAI	1	D309	What will we do?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	337	L220	S4	DIALOGUE	D312	D311	CHRISTOPHER	2	D310	Let’s celebrate.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	338	L221	S4	DIALOGUE	D313	D312	LORELAI	1	D311	Celebrate what?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	339	L222	S4	DIALOGUE	D314	D313	CHRISTOPHER	2	D312	No more midterms.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	340	L223	S4	DIALOGUE	D315	D314	LORELAI	1	D313	Hear, hear.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	341	L224	S4	DIALOGUE	D316	D315	CHRISTOPHER	2	D314	Okay, I say that we drink to it.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	342	L225	S4	DIALOGUE	D317	D316	LORELAI	1	D315	Hear, hear.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	343	L226	S4	DIALOGUE	D318	D317	CHRISTOPHER	2	D316	Scotch, vodka, or gin?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	344	L227	S4	DIALOGUE	D319	D318	LORELAI	1	D317	Hear, hear.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	345	L228	S4	DIALOGUE	D320	D319	CHRISTOPHER	2	D318	Okay.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	346	L229	S4	DIALOGUE	D321	D320	LORELAI	1	D319	And put a cherry in it.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	347	L229	S4	DIALOGUE	D322	D321	LORELAI	1	T29	It looks like the Gilmores are planning a trip again.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	348	L230	S4	DIALOGUE	D323	D322	CHRISTOPHER	2	D321	Where to this time?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	349	L231	S4	DIALOGUE	D324	D323	LORELAI	1	D322	Someplace fabulous where they’ll stay at a fancy hotel with a lot of other rich Americans so they won’t have to talk to anyone who actually lives in that country.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	350	L232	S4	DIALOGUE	D325	D324	CHRISTOPHER	2	D323	“Myra Waldo’s Travel and Motoring Guide to Europe.”
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	351	L232	S4	DIALOGUE	D326	D325	CHRISTOPHER	2	D324	Hello Myra.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	352	L233	S4	DIALOGUE	D327	D326	LORELAI	1	D325	Oh God, I hope they go over Christmas.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	353	L233	S4	DIALOGUE	D328	D327	LORELAI	1	D326	That would be as holly jolly as it gets.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	354	L233	S4	DIALOGUE	D329	D328	LORELAI	1	D320	Smooth.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	355	L234	S4	DIALOGUE	D330	D329	CHRISTOPHER	2	T30	Hey, guess what I decided  I’m not gonna go to college.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	356	L235	S4	DIALOGUE	D331	D330	LORELAI	1	D329	Are you serious?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	357	L236	S4	DIALOGUE	D332	D331	CHRISTOPHER	2	D330	I’m taking a year and I’m going to Europe.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	358	L236	S4	DIALOGUE	D333	D332	CHRISTOPHER	2	D331	I’m gonna backpack, train it, sleep on a bench, see the world.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	359	L237	S4	DIALOGUE	D334	D333	LORELAI	1	D332	And you’ve told Straub and Francine about your big plans, I’m sure.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	360	L238	S4	DIALOGUE	D335	D334	CHRISTOPHER	2	D333	Ah, it doesn’t matter.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	361	L239	S4	DIALOGUE	D336	D335	LORELAI	1	D334	Mmhmm.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	362	L240	S4	DIALOGUE	D337	D336	CHRISTOPHER	2	D335	I’m outta here the second that diploma’s in my hand.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	363	L241	S4	DIALOGUE	D338	D337	LORELAI	1	D336	Sounds good.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	364	L242	S4	DIALOGUE	D339	D338	CHRISTOPHER	2	D337	You’re coming with me.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	365	L243	S4	DIALOGUE	D340	D339	LORELAI	1	D338	Oh, I am?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	366	L244	S4	DIALOGUE	D341	D340	CHRISTOPHER	2	D339	Yup.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	367	L245	S4	DIALOGUE	D342	D341	LORELAI	1	D340	I’m sleeping on a bench?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	368	L245	S4	DIALOGUE	D343	D342	LORELAI	1	D341	Okay, how does that picture look to you, cause to me it looks like a big no.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	369	L246	S4	DIALOGUE	D344	D343	CHRISTOPHER	2	D342	Fine, you we get a room for, and then I’ll just sleep on the bench outside.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	370	L247	S4	DIALOGUE	D345	D344	LORELAI	1	D343	Much better arrangement.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	371	L248	S4	DIALOGUE	D346	D345	CHRISTOPHER	2	D344	So you’ll go?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	372	L249	S4	DIALOGUE	D347	D346	LORELAI	1	D345	Christopher, you’re supposed to go to college.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	373	L249	S4	DIALOGUE	D348	D347	LORELAI	1	D346	I’m supposed to go to college.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	374	L249	S4	DIALOGUE	D349	D348	LORELAI	1	D347	Then you’re supposed to join your dad’s firm where you’ll get a corner office and big stick to shove up your butt.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	375	L250	S4	DIALOGUE	D350	D349	CHRISTOPHER	2	D348	Change of plans.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	376	L251	S4	DIALOGUE	D351	D350	LORELAI	1	D349	You can’t just change the plans.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	377	L251	S4	DIALOGUE	D352	D351	LORELAI	1	D350	The plans came over on the Mayflower.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	378	L252	S4	DIALOGUE	D353	D352	CHRISTOPHER	2	D351	Come on, Lor.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	379	L252	S4	DIALOGUE	D354	D353	CHRISTOPHER	2	D352	Let’s get out of here, let’s get away from this place.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	380	L252	S4	DIALOGUE	D355	D354	CHRISTOPHER	2	D353	Let’s take Myra and just bolt.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	381	L252	S4	DIALOGUE	D356	D355	CHRISTOPHER	2	D354	Leave a note on the dining room table.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	382	L252	S4	DIALOGUE	D357	D356	CHRISTOPHER	2	D355	“Dear Richard and Emily, I don’t belong here, I’m going somewhere else, I’ll call you when I get there.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	383	L252	S4	DIALOGUE	D358	D357	CHRISTOPHER	2	D356	Love, Lorelai.’
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	384	L252	S4	DIALOGUE	D359	D358	CHRISTOPHER	2	D357	How does that sound?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	385	L253	S4	DIALOGUE	D360	D359	LORELAI	1	D358	Well, the word “whoopee” comes to mind.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	386	L254	S4	DIALOGUE	D361	D360	CHRISTOPHER	2	D359	So, then, it’s a plan.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	387	L255	S4	DIALOGUE	D362	D361	LORELAI	1	D360	It’s a plan.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	388		S5	ACTION	A25	A25				[Lorelai and Rory are still looking through the guidebooks]
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	389	L256	S5	DIALOGUE	D363	D362	RORY	0	T31	Hey, I want to sleep amongst thirteenth century tapestries and chocolates made by local artisans.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	390	L257	S5	DIALOGUE	D364	D363	LORELAI	1	D362	Okay, then, it’s settled.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	391	L257	S5	DIALOGUE	D365	D364	LORELAI	1	D363	We’re not staying at any place that wasn’t built for Napoleon the third’s doctor or doesn’t have a Chagall in the bathroom.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	392	L258	S5	DIALOGUE	D366	D365	RORY	0	D364	Hear, hear.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	393	L259	S5	DIALOGUE	D367	D366	LORELAI	1	D365	Now we just have to figure out how we’re gonna pay for it.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	394	L259	S5	DIALOGUE	D368	D367	LORELAI	1	D366	Hey, how good’s your organ grinding?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	395		S6	ACTION	A26	A26				[Students are gathered in a meeting room]
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	396	L260	S6	DIALOGUE	D369	D368	MADELINE	0	T32	I called last night and I asked her to talk me through the Korean War and she said she was busy.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	397	L261	S6	DIALOGUE	D370	D369	LOUISE	1	D368	Oh, she’s definitely got a boyfriend.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	398	L262	S6	DIALOGUE	D371	D370	MADELINE	0	D369	I know.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	399	L263	S6	DIALOGUE	D372	D371	LOUISE	1	D370	Well, I for one think it’s about time.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	400	L264	S6	DIALOGUE	D373	D372	MADELINE	0	D371	I agree.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	401	L265	S6	DIALOGUE	D374	D373	LOUISE	1	D372	It wasn’t healthy, all that non-dating.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	402	L266	S6	DIALOGUE	D375	D374	MADELINE	0	D373	It definitely didn’t help that whole skin thing she was going through.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	403	L267	S6	DIALOGUE	D376	D375	LOUISE	1	D374	How come she didn’t tell us?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	404	L268	S6	DIALOGUE	D377	D376	MADELINE	0	D375	I think she just wanted to make sure it was gonna take.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	405	L269	S6	DIALOGUE	D378	D377	LOUISE	1	D376	So, tell us, what’s this Jamie like?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	406	L270	S6	DIALOGUE	D379	D378	RORY	2	D377	You know, I really don’t feel like talking about Paris right now.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	407	L270	S6	DIALOGUE	D380	D379	RORY	2	D378	Or ever.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	408	L271	S6	DIALOGUE	D381	D380	MADELINE	0	D379	Oh, come on, you know him, we don’t.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	409	L272	S6	DIALOGUE	D382	D381	LOUISE	1	D380	Is he sexy?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	410	L273	S6	DIALOGUE	D383	D382	MADELINE	0	D381	Does he have a good car?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	411	L274	S6	DIALOGUE	D384	D383	LOUISE	1	D382	How’s the trust fund?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	412	L275	S6	DIALOGUE	D385	D384	MADELINE	0	D383	How’s the profile?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	413	L276	S6	DIALOGUE	D386	D385	LOUISE	1	D384	Will the prom pictures work?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	414	L277	S6	DIALOGUE	D387	D386	MADELINE	0	D385	How are his friends?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	415	L278	S6	DIALOGUE	D388	D387	LOUISE	1	D386	Yes.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	416	L278	S6	DIALOGUE	D389	D388	LOUISE	1	D387	Is there spin-off potential?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	417		S6	ACTION	A27	A27				[Paris walks in]
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	418	L278	S6	DIALOGUE	D390	D389	LOUISE	1	D388	Whoops.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	419	L279	S6	DIALOGUE	D391	D390	MADELINE	0	D389	Bye.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	420	L280	S6	DIALOGUE	D392	D391	PARIS	3	T33	Okay, everyone, gather around.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	421	L280	S6	DIALOGUE	D393	D392	PARIS	3	D391	I have in my hand the 2002 Franklin Yearbook photos.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	422	L280	S6	DIALOGUE	D394	D393	PARIS	3	D392	I got copies for everyone, so let’s leave the Barney’s clearance sale reenactment for another day, shall we?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	423	L280	S6	DIALOGUE	D395	D394	PARIS	3	D393	And, please take note of the fact that the idea of posing under the new school banner was a major, major success.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	424	L281	S6	DIALOGUE	D396	D395	RORY	2	T34	Um, Paris.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	425	L282	S6	DIALOGUE	D397	D396	PARIS	3	D395	Yes?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	426	L283	S6	DIALOGUE	D398	D397	RORY	2	D396	I’m sneezing.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	427	L284	S6	DIALOGUE	D399	D398	PARIS	3	D397	What?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	428	L285	S6	DIALOGUE	D400	D399	RORY	2	D398	In the picture.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	429	L285	S6	DIALOGUE	D401	D400	RORY	2	D399	I’m sneezing and my head is turned.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	430	L286	S6	DIALOGUE	D402	D401	PARIS	3	D400	Oh,
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	431	L286	S6	DIALOGUE	D403	D402	PARIS	3	D401	yeah,
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	432	L286	S6	DIALOGUE	D404	D403	PARIS	3	D402	I noticed that, but every picture had something wrong with it
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	433	L286	S6	DIALOGUE	D405	D404	PARIS	3	D403	and I had to pick the one that was the best for the largest number of people.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	434	L287	S6	DIALOGUE	D406	D405	RORY	2	D404	We took ninety pictures.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	435	L288	S6	DIALOGUE	D407	D406	PARIS	3	D405	What’s your point?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	436	L289	S6	DIALOGUE	D408	D407	RORY	2	D406	My point is in ninety tries, there wasn’t one other picture that was good for the group and didn’t have me looking like I’m in Cirque du Soleil.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	437	L290	S6	DIALOGUE	D409	D408	PARIS	3	D407	Sorry.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	438	L290	S6	DIALOGUE	D410	D409	PARIS	3	D408	Life can play some cruel tricks sometimes.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	439	L291	S6	DIALOGUE	D411	D410	RORY	2	D409	Life had a little help from the Gellar camp this time.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	440		S6	ACTION	A28	A28				[cell phone rings]
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	441	L291	S6	DIALOGUE	D412	D411	RORY	2	D410	We are not done.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	442		S6	ACTION	A29	A29				[answers phone]
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	443	L291	S6	DIALOGUE	D413	D412	RORY	2	T35	Hello?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	444	L292	S6	DIALOGUE	D414	D413	MAUREEN	4	D412	Rory, hi, listen.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	445	L292	S6	DIALOGUE	D415	D414	MAUREEN	4	D413	I just got the call and  hold on a sec.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	446	L292	S6	DIALOGUE	D416	D415	MAUREEN	4	D414	I’ll call him back.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	447	L292	S6	DIALOGUE	D417	D416	MAUREEN	4	D415	I’m back, sorry.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	448	L292	S6	DIALOGUE	D418	D417	MAUREEN	4	D416	Where was I?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	449	L293	S6	DIALOGUE	D419	D418	RORY	2	D417	Who is this?
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	450	L294	S6	DIALOGUE	D420	D419	MAUREEN	4	D418	Maureen Rollins, Sherry’s friend.
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	451	L295	S6	DIALOGUE	D421	D420	RORY	2	D419	Oh, yes, uh, right, Maureen, I’m sorry, I -
TVShowGuess	Gilmore_Girls_03x13.split_scenes.json	03x13 - Dear Emily And Richard	452	L296	S6	DIALOGUE	D422	D421	MAUREEN	4	D420	Don’t worry about it.
